"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp q-value"	"Sum PEP Score"	"Coverage"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Found in Sample in S42 F42 Sample F5_100K 3"	"Found in Sample in S41 F41 Sample F5_100K 3"	"Found in Sample in S40 F40 Sample F5_100K 3"	"Found in Sample in S39 F39 Sample F5_100K 2"	"Found in Sample in S38 F38 Sample F5_100K 2"	"Found in Sample in S37 F37 Sample F5_100K 2"	"Found in Sample in S36 F36 Sample F5_100K 1"	"Found in Sample in S35 F35 Sample F5_100K 1"	"Found in Sample in S34 F34 Sample F5_100K 1"	"Found in Sample in S33 F33 Sample F5_10K 3"	"Found in Sample in S32 F32 Sample F5_10K 3"	"Found in Sample in S31 F31 Sample F5_10K 3"	"Found in Sample in S30 F30 Sample F5_10K 2"	"Found in Sample in S29 F29 Sample F5_10K 2"	"Found in Sample in S28 F28 Sample F5_10K 2"	"Found in Sample in S27 F27 Sample F5_10K 1"	"Found in Sample in S26 F26 Sample F5_10K 1"	"Found in Sample in S25 F25 Sample F5_10K 1"	"Found in Sample in S24 F24 Sample F3_100K 3"	"Found in Sample in S22 F22 Sample F3_100K 3"	"Found in Sample in S23 F23 Sample F3_100K 2"	"Found in Sample in S21 F21 Sample F3_100K 2"	"Found in Sample in S20 F20 Sample F3_100K 2"	"Found in Sample in S19 F19 Sample F3_100K 2"	"Found in Sample in S18 F18 Sample F3_100K 1"	"Found in Sample in S17 F17 Sample F3_100K 1"	"Found in Sample in S16 F16 Sample F3_100K 1"	"Found in Sample in S15 F15 Sample F3_10K 3"	"Found in Sample in S14 F14 Sample F3_10K 3"	"Found in Sample in S13 F13 Sample F3_10K 3"	"Found in Sample in S12 F12 Sample F3_10K 2"	"Found in Sample in S11 F11 Sample F3_10K 2"	"Found in Sample in S10 F10 Sample F3_10K 2"	"Found in Sample in S9 F9 Sample F3_10K 1"	"Found in Sample in S8 F8 Sample F3_10K 1"	"Modifications"	"Area F5_100K 3"	"Area F5_100K 2"	"Area F5_100K 1"	"Area F5_10K 3"	"Area F5_10K 2"	"Area F5_10K 1"	"Area F3_100K 3"	"Area F3_100K 2"	"Area F3_100K 1"	"Area F3_10K 3"	"Area F3_10K 2"	"Area F3_10K 1"	"emPAI"	"Score Sequest HT"	"Number of Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q9H444"	"Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1"	"0.000"	"19.564"	"22.7678571428571"	"4"	"40"	"4"	"1"	"224"	"24.9"	"4.82"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Medium"	"High"	"Not Found"	"Low"	"High"	"Not Found"	""	"6625285.453125"	"5323780.78645833"	"1529869.5"	"10311703.5833333"	"21646962.5"	"3599222.46875"	"84150282.75"	"45986471.3333333"	"54827369.4947917"	"11542833.0846354"	"17998672.7057292"	"9447738.625"	"0.931"	"49.54"	"4"
"False"	"High"	"IsMasterProtein"	"Q9BRG1"	"Vacuolar protein-sorting-associated protein 25 OS=Homo sapiens OX=9606 GN=VPS25 PE=1 SV=1"	"0.000"	"19.564"	"32.3863636363636"	"4"	"7"	"4"	"1"	"176"	"20.7"	"6.34"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"4738559.40625"	"1493734.9921875"	"1641954.5390625"	""	""	"4057540.890625"	""	""	"14813517.9375"	""	""	""	"1.154"	"16.16"	"4"
"False"	"High"	"IsMasterProtein"	"P11172"	"Uridine 5'-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1"	"0.000"	"19.560"	"13.9583333333333"	"4"	"8"	"4"	"1"	"480"	"52.2"	"7.24"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	"405126.129882813"	"1700214.375"	""	"3698756.05078125"	""	""	"4132423.36132813"	""	""	""	"0.359"	"12.04"	"4"
"False"	"High"	"IsMasterProtein"	"O95834"	"Echinoderm microtubule-associated protein-like 2 OS=Homo sapiens OX=9606 GN=EML2 PE=1 SV=1"	"0.000"	"19.557"	"14.4838212634823"	"4"	"13"	"4"	"1"	"649"	"70.6"	"6.32"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	""	""	""	"947924.439453125"	""	""	"1139006.58447266"	""	"703971.46875"	"13243605.875"	""	"1702017"	"9250537.9375"	"0.311"	"36.53"	"4"
"False"	"High"	"IsMasterProtein"	"Q8N386"	"Leucine-rich repeat-containing protein 25 OS=Homo sapiens OX=9606 GN=LRRC25 PE=1 SV=2"	"0.000"	"19.553"	"18.3606557377049"	"4"	"20"	"4"	"1"	"305"	"33.2"	"5.05"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"High"	""	"758890.259765625"	"1507754.7109375"	""	""	"18723217.34375"	"757777.453125"	""	"24604822.0989583"	"15040552.2890625"	""	"6769420"	"9173821.375"	"1.848"	"34.01"	"4"
"False"	"High"	"IsMasterProtein"	"Q6ZMZ3"	"Nesprin-3 OS=Homo sapiens OX=9606 GN=SYNE3 PE=1 SV=2"	"0.000"	"19.505"	"3.8974358974359"	"3"	"16"	"3"	"1"	"975"	"112.1"	"6.23"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	""	"547239.062744141"	"523902.09765625"	""	"8662763.875"	"504448.671875"	"1192916.97753906"	""	""	"2952520.79296875"	""	"2858276.71875"	"9171359.63541667"	"0.107"	"38.42"	"3"
"False"	"High"	"IsMasterProtein"	"P30825"	"High affinity cationic amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC7A1 PE=1 SV=1"	"0.000"	"19.477"	"11.7647058823529"	"4"	"18"	"4"	"1"	"629"	"67.6"	"5.43"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	""	""	"868486.140625"	""	""	"19060505.828125"	""	"35117291.5"	"25920900.7326389"	"22479195.90625"	""	"21490652.6328125"	"8200492.90625"	"0.445"	"46.35"	"4"
"False"	"High"	"IsMasterProtein"	"Q13637"	"Ras-related protein Rab-32 OS=Homo sapiens OX=9606 GN=RAB32 PE=1 SV=3"	"0.000"	"19.471"	"24"	"5"	"9"	"5"	"1"	"225"	"25.0"	"6.54"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	"2643605.1015625"	"1545333.65625"	"45790204"	"4048900.23632813"	""	""	""	""	"36137940.125"	""	"1.154"	"13.31"	"5"
"False"	"High"	"IsMasterProtein"	"O43175"	"D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4"	"0.000"	"19.469"	"10.6941838649156"	"4"	"43"	"4"	"1"	"533"	"56.6"	"6.71"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Low"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Medium"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	""	"2814405.46614583"	"2836770.25824653"	"806239.139322917"	"17637908.9960938"	"14913138.3886719"	"3744873.58897569"	"11182664.7070313"	"5874603.10546875"	"10977951.6979167"	"25222300"	"9034660.36458333"	"17799228.296875"	"0.425"	"55.43"	"4"
"False"	"High"	"IsMasterProtein"	"Q9H0U3"	"Magnesium transporter protein 1 OS=Homo sapiens OX=9606 GN=MAGT1 PE=1 SV=1"	"0.000"	"19.462"	"20.8955223880597"	"5"	"18"	"5"	"1"	"335"	"38.0"	"9.63"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"9709212.6875"	"5817351.55989583"	"1418797.125"	"16144897.4375"	"36388801.625"	"9959485.65625"	"11590758.625"	"18443826.75"	""	"31778979"	"30982590.1875"	""	"0.968"	"22.06"	"5"
"False"	"High"	"IsMasterProtein"	"P62847"	"40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1"	"0.000"	"19.459"	"29.3233082706767"	"3"	"25"	"3"	"1"	"133"	"15.4"	"10.78"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	""	"35748513.6210938"	"24690346.25"	""	"71388750.5693359"	"111305569.125"	"27745265.296875"	""	"41815137.75"	"45805687.9375"	"110872066"	"74481576.75"	"112447063.25"	"5.813"	"47.89"	"3"
"False"	"High"	"IsMasterProtein"	"Q5JSH3"	"WD repeat-containing protein 44 OS=Homo sapiens OX=9606 GN=WDR44 PE=1 SV=1"	"0.000"	"19.443"	"6.7907995618839"	"6"	"16"	"6"	"1"	"913"	"101.3"	"5.45"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Medium"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	""	"28366115.96875"	"1202832.1875"	""	""	""	""	"5821685.77083333"	"3133956.96875"	"47965176.8567708"	"4279712.3125"	"99482618.75"	"6354078.75"	"0.269"	"18.44"	"6"
"False"	"High"	"IsMasterProtein"	"Q15185"	"Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1"	"0.000"	"19.438"	"26.25"	"4"	"37"	"4"	"1"	"160"	"18.7"	"4.54"	"High"	"Not Found"	"Medium"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Low"	"High"	"Not Found"	""	"4038292.38151042"	"11152348.9166667"	"1510360.65625"	"24764039.2725694"	"18490719.9921875"	"9201282.94140625"	"13653543.0625"	"14910797"	"16062121.171875"	"68357246"	"11792553.8359375"	"31131387.5"	"1.512"	"73.75"	"4"
"False"	"High"	"IsMasterProtein"	"O60493"	"Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3"	"0.000"	"19.429"	"50"	"5"	"31"	"5"	"1"	"162"	"18.8"	"8.66"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Low"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	""	"6283153.86848958"	"2188523.3984375"	"1946498.40625"	"30361573.3958333"	"24426759.8411458"	"9074472.734375"	"14283276.9765625"	"10119842.9583333"	"8444172.2734375"	"33014158.1875"	"12218004.0260417"	"16422701.25"	"2.981"	"20.53"	"5"
"False"	"High"	"IsMasterProtein"	"Q9H3G5"	"Probable serine carboxypeptidase CPVL OS=Homo sapiens OX=9606 GN=CPVL PE=1 SV=2"	"0.000"	"19.361"	"14.7058823529412"	"5"	"10"	"5"	"1"	"476"	"54.1"	"5.62"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	""	""	""	""	""	""	"922891.2578125"	""	""	""	"2959619.09244792"	"1445826.83398438"	"51519182.3665365"	"0.532"	"14.34"	"5"
"False"	"High"	"IsMasterProtein"	"P55899"	"IgG receptor FcRn large subunit p51 OS=Homo sapiens OX=9606 GN=FCGRT PE=1 SV=1"	"0.000"	"19.328"	"15.6164383561644"	"3"	"17"	"3"	"1"	"365"	"39.7"	"6.54"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	""	"6855050.15625"	"5226434.3046875"	""	"21537274.8125"	"26170584.8125"	"4870229.875"	"30013211.0625"	"32739209.4375"	"26087507.25"	"49873919"	"30025968.0625"	"29920938.5"	"0.668"	"43.44"	"3"
"False"	"High"	"IsMasterProtein"	"Q5S007"	"Leucine-rich repeat serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=LRRK2 PE=1 SV=2"	"0.000"	"19.323"	"1.89948555599525"	"4"	"6"	"4"	"1"	"2527"	"285.9"	"6.80"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	""	""	"604161.2578125"	""	""	""	"1719338.36523438"	""	""	"1205063.765625"	"1433622.3515625"	"2407220.0234375"	""	"0.064"	"12.76"	"4"
"False"	"High"	"IsMasterProtein"	"Q96IJ6"	"Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1"	"0.000"	"19.323"	"19.047619047619"	"6"	"15"	"6"	"1"	"420"	"46.3"	"7.21"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	""	"1503069.50390625"	"3701129.125"	"396505.41796875"	"9259816.90625"	""	"4216830.390625"	""	"3210824.75"	"4240342"	"14128047.3333333"	""	"15920075.34375"	"1.069"	"14.09"	"6"
"False"	"High"	"IsMasterProtein"	"P02675"	"Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2"	"0.000"	"19.310"	"11.2016293279022"	"4"	"14"	"4"	"1"	"491"	"55.9"	"8.27"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Low"	"Low"	"Not Found"	"Low"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"3861444.390625"	""	""	"11481546.1640625"	""	"535062.263671875"	"13371500.21875"	"8367285.265625"	""	"8277267.8515625"	""	""	"0.45"	"6.99"	"4"
"False"	"High"	"IsMasterProtein"	"P48651"	"Phosphatidylserine synthase 1 OS=Homo sapiens OX=9606 GN=PTDSS1 PE=1 SV=1"	"0.000"	"19.286"	"10.1479915433404"	"4"	"24"	"4"	"1"	"473"	"55.5"	"8.43"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Medium"	"Not Found"	""	"10927070.7916667"	"8533693.453125"	"598472.27734375"	"20516534.734375"	"25302657.09375"	"6428883.25130208"	""	"15374124.75"	""	"27878008.03125"	"32511142.9010417"	"3059333.125"	"0.492"	"40.23"	"4"
"False"	"High"	"IsMasterProtein"	"Q9H4A6"	"Golgi phosphoprotein 3 OS=Homo sapiens OX=9606 GN=GOLPH3 PE=1 SV=1"	"0.000"	"19.285"	"10.4026845637584"	"2"	"11"	"2"	"1"	"298"	"33.8"	"6.44"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	""	"718871.2421875"	""	"576199.7734375"	""	""	""	"8817674.5"	""	"9103575"	""	"7529603.40625"	"12756619.171875"	"0.468"	"21.81"	"2"
"False"	"High"	"IsMasterProtein"	"Q07812"	"Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1"	"0.000"	"19.232"	"26.5625"	"4"	"12"	"4"	"1"	"192"	"21.2"	"5.22"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"9389209.65625"	""	"1386194.9453125"	"27578980.28125"	""	"5789681.421875"	""	""	""	""	"22813399"	""	"1.848"	"21.18"	"4"
"False"	"High"	"IsMasterProtein"	"Q13510"	"Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5"	"0.000"	"19.146"	"20.7594936708861"	"5"	"38"	"5"	"1"	"395"	"44.6"	"7.62"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	""	"4757452.796875"	"1993930.35302734"	"886164.393229167"	"30840043.8125"	"30691738.0625"	"1594333.51171875"	"5600098.8828125"	"33065991.8020833"	""	"34897966.7760417"	"34928168.4166667"	"76978256"	"0.65"	"36.96"	"5"
"False"	"High"	"IsMasterProtein"	"P62633"	"Cellular nucleic acid-binding protein OS=Homo sapiens OX=9606 GN=CNBP PE=1 SV=1"	"0.000"	"19.088"	"25.4237288135593"	"4"	"19"	"4"	"1"	"177"	"19.5"	"7.71"	"High"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Low"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	""	"8810583.515625"	"8095535.0234375"	""	"2625412.4609375"	"3562605.00585938"	"6649084.96875"	""	"2381733.671875"	"10293187.140625"	"4163090.6640625"	"1671158.578125"	"5491648.6875"	"1.276"	"29.63"	"4"
"False"	"High"	"IsMasterProtein"	"P20700"	"Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2"	"0.000"	"19.055"	"12.457337883959"	"5"	"17"	"4"	"1"	"586"	"66.4"	"5.16"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	""	""	""	""	"22233730.9375"	""	"2673167.421875"	""	""	""	"39236511.5"	""	"18786210.3125"	"0.354"	"22.24"	"5"
"False"	"High"	"IsMasterProtein"	"Q8NBI5"	"Solute carrier family 43 member 3 OS=Homo sapiens OX=9606 GN=SLC43A3 PE=1 SV=2"	"0.000"	"19.054"	"14.2566191446028"	"4"	"28"	"4"	"1"	"491"	"54.5"	"8.53"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"7466495.93359375"	"10173316.25"	""	"6710377.25"	"11976474.84375"	""	"43029043.375"	"61292220"	"19199402.8072917"	"16965828.625"	"13180386.28125"	""	"0.668"	"70.59"	"4"
"False"	"High"	"IsMasterProtein"	"O14964"	"Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1"	"0.000"	"19.043"	"6.30630630630631"	"4"	"9"	"4"	"1"	"777"	"86.1"	"6.16"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	"1174632.421875"	""	""	""	""	"209600.06640625"	"10503104.1920573"	"4726498.90820313"	""	""	""	"0.346"	"18.72"	"4"
"False"	"High"	"IsMasterProtein"	"Q6R327"	"Rapamycin-insensitive companion of mTOR OS=Homo sapiens OX=9606 GN=RICTOR PE=1 SV=1"	"0.000"	"19.043"	"3.74707259953162"	"4"	"15"	"4"	"1"	"1708"	"192.1"	"7.47"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	""	""	""	""	"3903149.4296875"	"7554631.37890625"	"352234.418945313"	""	"4207119.359375"	""	"10386624.5703125"	""	"1320421.26171875"	"0.1"	"16.08"	"4"
